uri,count(*)
http://acm.rkbexplorer.com/ontologies/acm#D.2.8.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.8.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.8.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.9.8,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.m,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.m.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.2.m.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.0.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.1.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.1.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.0,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.1,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.10,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.11,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.12,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.13,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.2,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.3,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.4,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.5,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.6,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.7,27
http://acm.rkbexplorer.com/ontologies/acm#D.3.2.8,27
